1.07838e+06	934900	927464	934900	1.07748e+06	880795	881917	880039	790516	791873	791128	33690.3	33733.6	33693.1	25220.3	25278.2	25271.1	1.07327e+06	22923.4	26471.4	26670.7	
934900	1.0743e+06	1.0365e+06	1.0743e+06	934822	836734	837848	835868	753182	754603	753885	31741.7	31736	31741.3	26044.4	26102.6	26095	930681	22453.7	25342.6	26051.6	
927464	1.0365e+06	1.07647e+06	1.0365e+06	927658	831642	832752	830779	746190	747598	746945	32346.2	32341	32298.8	26006.6	26065.1	26057.5	923491	22486.3	25445.5	25847.5	
934900	1.0743e+06	1.0365e+06	1.0743e+06	934822	836734	837848	835868	753182	754603	753885	31741.7	31736	31741.3	26044.4	26102.6	26095	930681	22453.7	25342.6	26051.6	
1.07748e+06	934822	927658	934822	1.07846e+06	880891	882013	880136	790667	792024	791280	33692.2	33735.5	33695	25318.5	25376.4	25369.3	1.07349e+06	22926.1	26476.8	26672.9	
880795	836734	831642	836734	880891	1.07661e+06	1.07462e+06	1.07366e+06	797923	799309	798560	35098.3	35011.5	35095.7	25395.1	25451.9	25445	876826	21781.6	25708.3	25445.2	
881917	837848	832752	837848	882013	1.07462e+06	1.07636e+06	1.07374e+06	798813	800199	799450	35080.4	34993.5	35077.8	25391.6	25448.3	25441.5	877947	21749.2	25675.8	25414.2	
880039	835868	830779	835868	880136	1.07366e+06	1.07374e+06	1.07663e+06	797485	798870	798123	35012.5	34925.8	35010.1	25625.8	25682.3	25675.7	876071	21749.6	25668.8	25505.5	
790516	753182	746190	753182	790667	797923	798813	797485	1.07076e+06	1.06789e+06	1.06677e+06	32398.2	32425.5	32394.4	27325.3	27387.7	27375.2	788793	20012.8	23695.1	22625.6	
791873	754603	747598	754603	792024	799309	800199	798870	1.06789e+06	1.07028e+06	1.0686e+06	32843.1	32869.6	32839.8	27119.6	27181.7	27169.5	790152	20066.8	24287.4	23219.6	
791128	753885	746945	753885	791280	798560	799450	798123	1.06677e+06	1.0686e+06	1.07035e+06	32773.8	32800.3	32770.5	27193.5	27255.5	27243.3	789406	20047.6	24264.2	23061.2	
33690.3	31741.7	32346.2	31741.7	33692.2	35098.3	35080.4	35012.5	32398.2	32843.1	32773.8	1.06805e+06	1.06658e+06	1.06715e+06	21664.7	21589	21587.2	33554	21086.8	22215.7	22376.8	
33733.6	31736	32341	31736	33735.5	35011.5	34993.5	34925.8	32425.5	32869.6	32800.3	1.06658e+06	1.06832e+06	1.06665e+06	21745.6	21670	21668.2	33597.6	21127.4	22274	22466.2	
33693.1	31741.3	32298.8	31741.3	33695	35095.7	35077.8	35010.1	32394.4	32839.8	32770.5	1.06715e+06	1.06665e+06	1.06826e+06	21777.3	21701.7	21699.9	33556.8	21092.5	22215.1	22392.9	
25220.3	26044.4	26006.6	26044.4	25318.5	25395.1	25391.6	25625.8	27325.3	27119.6	27193.5	21664.7	21745.6	21777.3	1.04537e+06	1.04258e+06	1.04365e+06	25403.9	17511.5	20314.2	19111	
25278.2	26102.6	26065.1	26102.6	25376.4	25451.9	25448.3	25682.3	27387.7	27181.7	27255.5	21589	21670	21701.7	1.04258e+06	1.04612e+06	1.04506e+06	25461.9	17232.9	20047.5	18834	
25271.1	26095	26057.5	26095	25369.3	25445	25441.5	25675.7	27375.2	27169.5	27243.3	21587.2	21668.2	21699.9	1.04365e+06	1.04506e+06	1.04612e+06	25454.7	17513.3	20316.7	19113.5	
1.07327e+06	930681	923491	930681	1.07349e+06	876826	877947	876071	788793	790152	789406	33554	33597.6	33556.8	25403.9	25461.9	25454.7	1.07815e+06	22970.6	26410.3	26797.6	
22923.4	22453.7	22486.3	22453.7	22926.1	21781.6	21749.2	21749.6	20012.8	20066.8	20047.6	21086.8	21127.4	21092.5	17511.5	17232.9	17513.3	22970.6	1.05883e+06	673569	760986	
26471.4	25342.6	25445.5	25342.6	26476.8	25708.3	25675.8	25668.8	23695.1	24287.4	24264.2	22215.7	22274	22215.1	20314.2	20047.5	20316.7	26410.3	673569	1.05711e+06	650678	
26670.7	26051.6	25847.5	26051.6	26672.9	25445.2	25414.2	25505.5	22625.6	23219.6	23061.2	22376.8	22466.2	22392.9	19111	18834	19113.5	26797.6	760986	650678	1.05742e+06	
